side,iteration,timestamp,neck_x,neck_y,neck_z,hip_x,hip_y,hip_z,shoulder_x,shoulder_y,shoulder_z,elbow_x,elbow_y,elbow_z,wrist_x,wrist_y,wrist_z,end_effector_x,end_effector_y,end_effector_z,target_x,target_y,target_z
0,1,1769269876.8856833,0.0,0.0,0,0.041028041216777784,1.1624611678087038,0,0.5005421028446889,-0.03008723022563704,0,1.0585234633928668,0.005470405495570371,0,0.5443053468092519,-0.5579813605481778,0,0.46224926437569636,-0.6591838622162297,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269876.9322267,0.0,0.0,0,0.04376324396456297,1.165196370556489,0,0.49780690009690376,-0.03008723022563704,0,1.0585234633928668,0.005470405495570371,0,0.5415701440614668,-0.5552461578003927,0,0.46224926437569636,-0.6564486594684446,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269876.9755085,0.0,0.0,0,0.04376324396456297,1.165196370556489,0,0.49780690009690376,-0.027352027477851856,0,1.0585234633928668,0.005470405495570371,0,0.5415701440614668,-0.5552461578003927,0,0.46224926437569636,-0.6537134567206594,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.0216913,0.0,0.0,0,0.04376324396456297,1.165196370556489,0,0.49780690009690376,-0.027352027477851856,0,1.061258666140652,0.005470405495570371,0,0.5415701440614668,-0.5525109550526075,0,0.4595140616279112,-0.6537134567206594,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.0692408,0.0,0.0,0,0.04376324396456297,1.165196370556489,0,0.5005421028446889,-0.027352027477851856,0,1.061258666140652,0.005470405495570371,0,0.5415701440614668,-0.5525109550526075,0,0.4595140616279112,-0.6537134567206594,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.1146762,0.0027352027477851857,0.0,0,0.04649844671234815,1.165196370556489,0,0.5005421028446889,-0.027352027477851856,0,1.0667290716362223,0.005470405495570371,0,0.5415701440614668,-0.5497757523048223,0,0.4595140616279112,-0.648243051225089,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.1609418,0.0027352027477851857,0.0,0,0.04649844671234815,1.1679315733042743,0,0.5005421028446889,-0.027352027477851856,0,1.0667290716362223,0.005470405495570371,0,0.5415701440614668,-0.5443053468092519,0,0.4595140616279112,-0.6427726457295186,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.2085595,0.0027352027477851857,0.0,0,0.04649844671234815,1.1679315733042743,0,0.5032773055924742,-0.027352027477851856,0,1.0694642743840075,0.008205608243355556,0,0.5415701440614668,-0.5388349413136816,0,0.4595140616279112,-0.6318318347383779,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.2565253,0.0027352027477851857,0.0,0,0.04649844671234815,1.1679315733042743,0,0.5032773055924742,-0.027352027477851856,0,1.0694642743840075,0.008205608243355556,0,0.5415701440614668,-0.5360997385658963,0,0.456778858880126,-0.6263614292428075,0,0.4348972368978445,-0.5962741990171705,0
0,1,1769269877.307317,0.005470405495570371,0.0,0,0.04923364946013334,1.1706667760520595,0,0.5032773055924742,-0.027352027477851856,0,1.0694642743840075,0.008205608243355556,0,0.5415701440614668,-0.530629333070326,0,0.4540436561323408,-0.6208910237472371,0,0.4348972368978445,-0.5962741990171705,0
