side,iteration,timestamp,neck_x,neck_y,neck_z,hip_x,hip_y,hip_z,shoulder_x,shoulder_y,shoulder_z,elbow_x,elbow_y,elbow_z,wrist_x,wrist_y,wrist_z,end_effector_x,end_effector_y,end_effector_z,target_x,target_y,target_z
0,1,1768042921.522651,0.0,0.0,0,0.020303522224273448,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.8882790973119633,0.43906366809991326,0,1.62681971821991,0.4872845333825627,0,1.7968617168482,0.4517533694900842,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.5553346,0.0,0.0,0,0.020303522224273448,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.8857411570339291,0.43906366809991326,0,1.62681971821991,0.4898224736605969,0,1.7968617168482,0.4517533694900842,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.585071,0.0,0.0,0,0.020303522224273448,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.8857411570339291,0.43906366809991326,0,1.62681971821991,0.4898224736605969,0,1.7968617168482,0.4517533694900842,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.617162,0.0,0.0,0,0.020303522224273448,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.883203216755895,0.43906366809991326,0,1.6293576584979441,0.4898224736605969,0,1.7993996571262343,0.4517533694900842,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.6697502,0.0,0.0,0,0.020303522224273448,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.883203216755895,0.43906366809991326,0,1.62681971821991,0.4898224736605969,0,1.7993996571262343,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.6973035,-0.002537940278034181,0.0,0,0.017765581946239267,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.883203216755895,0.43906366809991326,0,1.6293576584979441,0.4898224736605969,0,1.7993996571262343,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.7303097,-0.002537940278034181,0.0,0,0.017765581946239267,1.0151761112136723,0,0.4999742347727336,0.005075880556068362,0,0.8806652764778607,0.43906366809991326,0,1.6242817779418757,0.4898224736605969,0,1.7943237765701658,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.761996,-0.002537940278034181,0.0,0,0.020303522224273448,1.0151761112136723,0,0.49743629449469945,0.005075880556068362,0,0.8781273361998265,0.43906366809991326,0,1.6217438376638416,0.4898224736605969,0,1.7943237765701658,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.7963305,-0.002537940278034181,0.0,0,0.020303522224273448,1.0177140514917065,0,0.49743629449469945,0.005075880556068362,0,0.8781273361998265,0.43906366809991326,0,1.6242817779418757,0.4898224736605969,0,1.7943237765701658,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
0,1,1768042921.8262181,0.0,0.0,0,0.017765581946239267,1.0177140514917065,0,0.4999742347727336,0.005075880556068362,0,0.8781273361998265,0.43906366809991326,0,1.6217438376638416,0.4898224736605969,0,1.7917858362921317,0.4542913097681184,0,0.4009945639294006,-0.7969132473027328,0
