side,iteration,shoulder_number_of_velocity_peaks,elbow_number_of_velocity_peaks,wrist_number_of_velocity_peaks,shoulder_ratio_mean_peak_velocity,elbow_ratio_mean_peak_velocity,wrist_ratio_mean_peak_velocity,shoulder_mean_velocity,elbow_mean_velocity,wrist_mean_velocity,shoulder_peak_velocity,elbow_peak_velocity,wrist_peak_velocity,shoulder_sparc,elbow_sparc,wrist_sparc,shoulder_jerk,elbow_jerk,wrist_jerk,shoulder_movement_time,elbow_movement_time,wrist_movement_time,shoulder_percentage_time_to_peak_velocity,elbow_percentage_time_to_peak_velocity,wrist_percentage_time_to_peak_velocity,trunk_rom,shoulder_rom,elbow_rom,target_error_distance,hand_path_ratio
0,1,9,14,13,0.41270416769498786,0.24527611986346665,0.335639220611898,17.29749729357586,28.350465915478782,0.4484174474258347,41.91258205650035,115.58591978403815,1.3360102749861376,-2.3933549677558426,-2.6004344023045354,-2.403659019620618,-17.168234387790402,-16.3193433266527,-15.99538666339502,3.972503900527954,3.972503900527954,3.972503900527954,51.20175149408329,12.516059853717667,12.516059853717667,3.009833662280499,61.28384764613416,83.31585198355899,0.7974339692686456,1.0577019349466092
0,2,17,17,17,0.27859441774200905,0.2590293266554533,0.3707881477870206,12.042321318844879,19.91330947342559,0.35323536075020096,43.225278583997365,76.87665999268565,0.9526608734891334,-2.668048869748778,-2.529002064674983,-2.3776559092469722,-18.875192903874236,-17.48967949332134,-17.47669465420399,5.056480884552002,5.056480884552002,5.056480884552002,60.435733584654926,47.46138538008823,25.619760983586797,2.0601110237231444,57.07123647838779,75.13256472193805,0.9034253315199976,1.0867908194225993
0,3,16,15,17,0.2267708578971838,0.2925467982442674,0.4349983965558047,12.684093708620345,20.297150841169458,0.3574966299786274,55.93352614281337,69.38086816531137,0.8218343626302659,-2.6170894615551514,-3.055145750727625,-2.857352354631226,-18.472009807979685,-17.376026957480622,-17.125533789650106,4.893696546554565,4.893696546554565,4.893696546554565,75.46692672500376,10.084766617146517,10.084766617146517,2.3178496429031332,54.90298724265081,78.99393477794519,0.8682341650046218,1.063518758292343
0,4,13,16,14,0.3043485642802999,0.24152734773821663,0.47005245335190143,13.519659044747929,20.09235535942992,0.35529790946944245,44.42162911699019,83.1887384496407,0.7558686417565641,-2.6123028461202393,-2.9749237075382906,-2.6221807396331243,-18.285780114372795,-17.52804018239616,-16.994829786055636,4.923436880111694,4.923436880111694,4.923436880111694,73.97176644258214,46.368657135838255,11.24889112269109,1.6483445048959258,59.14527561780942,76.63612865853318,0.8990960942455897,1.0814615123747107
0,5,22,21,19,0.24192605020924712,0.3254901744733453,0.36730422559898285,12.399592961185816,16.83005620642146,0.29283537209647964,51.253649412542124,51.70680262054943,0.7972556580827165,-2.667101298927856,-3.3425886264370575,-3.5336568481602377,-19.453167143154236,-18.88162651445143,-18.05170196016221,6.19277286529541,6.19277286529541,6.19277286529541,80.10173643466722,9.05756258515124,79.57378911798138,2.6532720284121103,60.05658190072875,77.37887796113458,0.9414407694982758,1.0991671034512902
0,6,21,25,22,0.2591241824931703,0.36546444985416965,0.4153961921512133,12.628021300369737,16.47942784677266,0.3087697387030688,48.733472803923156,45.091739711888266,0.7433138399850084,-2.773369867115486,-2.9701887835286844,-2.7519963260539293,-19.382563683374052,-18.28004763920488,-17.880655498933116,6.065509557723999,6.065509557723999,6.065509557723999,90.69030275279376,35.89819120161163,70.39287334166097,2.7591076586203584,58.65689173717439,77.65217654256188,0.9911950432996436,1.091941517751726
0,7,16,16,14,0.32673447550243445,0.39065256092402617,0.32993001979587233,13.168603826887841,23.60889026661504,0.38853778761522806,40.303686369912086,60.434495068385026,1.1776369663349104,-2.8230761203289307,-2.676098282605354,-2.6382769117145557,-18.28154545915706,-17.52349148915348,-17.251897284437266,4.800530910491943,4.800530910491943,4.800530910491943,78.9545518161861,9.601728065408466,17.308853896664726,1.93680038622087,55.93303486552114,81.05782913236301,0.8117669573856204,1.122660894987107
0,8,17,19,16,0.33644326260087815,0.25842332673942225,0.4336041964843338,13.62645043849392,24.724874889772696,0.3652168850713195,40.501481091208376,95.67586332755361,0.8422817122908424,-2.6366768330640236,-2.292856329479059,-2.4744533133934046,-18.38501642482078,-17.26860361667847,-17.048211199812535,4.862099885940552,4.862099885940552,4.862099885940552,65.77290631033743,34.21424622268534,42.41310735848479,1.7985518538652197,60.17869319351953,90.2448643624102,0.7454492563296412,1.0779215968701819
0,9,16,16,16,0.33182898358720625,0.2947136354640879,0.4339201155193902,13.438624311889404,23.580900497837188,0.3795753610389858,40.49864531606736,80.01292665235579,0.8747586190712656,-2.687626059798949,-2.6627887672120045,-2.636016010203576,-18.714132784379295,-17.265461488226517,-16.871185866362648,4.653558254241943,4.653558254241943,4.653558254241943,80.0532911496299,40.69151947507275,21.2781883468339,2.0700306530410084,56.03447827263692,81.66685144734868,0.84249921174683,1.0763476054182246
0,10,17,16,14,0.3171010759623365,0.27535552517682577,0.5001251491324304,13.756731732267768,22.27327405208593,0.3861905516229203,43.38279739518045,80.88914881145982,0.772187825972853,-2.6184752965112903,-2.7290445289794074,-2.6143812493395915,-18.265510549130312,-17.462021607232213,-16.767568478135292,4.686919450759888,4.686919450759888,4.686919450759888,86.67499560619613,30.380573358974665,44.70201870806652,2.1973213355223655,57.61918006374993,82.17905544900901,0.8745484242425269,1.0790185187430232
0,11,16,15,15,0.29464484829678295,0.2323776567166948,0.4723018400976097,12.72633572946422,21.874043771726445,0.3775479821776958,43.19212028660869,94.13144138205323,0.7993785967458198,-2.5057816736915246,-2.87703626832982,-2.648025939276353,-18.55007719771391,-17.49072836640453,-16.843551371035026,4.943586349487305,4.943586349487305,4.943586349487305,89.5839932511865,49.12251341988369,49.12251341988369,2.3743186314384275,58.55385232793067,82.49367167500617,0.8959271395489341,1.089159912996241
0,12,13,13,15,0.28976092281829063,0.27194490464330767,0.4028415973548979,13.325353889699104,20.703942152829068,0.3995715212834007,45.987408378235486,76.13285558699867,0.9918824766534318,-2.538044027429682,-2.5810266354702507,-2.6319051542317955,-18.286159514974496,-17.245107401402763,-16.84448323343903,4.705474376678467,4.705474376678467,4.705474376678467,60.859096917895506,49.62358996341239,25.468426276804184,2.7591076586203584,57.83568976589696,77.11061578802054,0.8899287565904173,1.1136806856360417
0,13,16,17,18,0.3598200068654876,0.23087713465516335,0.43973955195153447,11.99825721418708,19.76194749651658,0.34674165256943285,33.34516420781576,85.59508296927238,0.7885159545704197,-2.8419904071070965,-2.862602911203504,-2.9600226243689463,-18.960527998622666,-17.6145841015764,-17.38667779029464,5.2324254512786865,5.2324254512786865,5.2324254512786865,57.19597165510143,49.541990586785985,27.198554768683298,2.7591076586203584,59.715535993046075,78.33693716964474,0.8895454614269065,1.1065421593033151
0,14,17,17,13,0.23423891993602522,0.2662295231667727,0.46711543810347506,12.432527250996543,20.520614091683345,0.3573154626049648,53.076266123460975,77.07865697084516,0.7649403840209035,-2.61673070751519,-3.2672441311193725,-3.2478837850940487,-18.779493906846607,-17.83569725602858,-17.077880594319648,5.105413913726807,5.105413913726807,5.105413913726807,81.54432091892006,51.74423258277498,81.54432091892006,1.9297074401379124,55.98498053839472,81.46014350306405,0.9099260923134125,1.1070893394643277
