profile,side,iteration,shoulder_number_of_velocity_peaks,elbow_number_of_velocity_peaks,wrist_number_of_velocity_peaks,shoulder_ratio_mean_peak_velocity,elbow_ratio_mean_peak_velocity,wrist_ratio_mean_peak_velocity,shoulder_mean_velocity,elbow_mean_velocity,wrist_mean_velocity,shoulder_peak_velocity,elbow_peak_velocity,wrist_peak_velocity,shoulder_sparc,elbow_sparc,wrist_sparc,shoulder_jerk,elbow_jerk,wrist_jerk,shoulder_movement_time,elbow_movement_time,wrist_movement_time,shoulder_percentage_time_to_peak_velocity,elbow_percentage_time_to_peak_velocity,wrist_percentage_time_to_peak_velocity,trunk_rom,shoulder_rom,elbow_rom,target_error_distance,hand_path_ratio
3,0,13,30,30,22,0.15670163,0.231964379,0.234099387,9.479600661,15.00552681,0.243297433,60.49458862,64.68892718,1.0392912,-4.624352035,-4.638751522,-4.928013089,-21.95945352,-20.41849528,-19.77306759,9.392016172,9.392016172,9.392016172,66.26234665,5.28604202,66.26234665,1.015261972,59.69983004,80.72665091,0.939218428,1.302208408
3,0,14,31,25,26,0.156450006,0.190965134,0.192549681,10.21503759,18.98460219,0.265900272,65.29266341,99.41397025,1.380943717,-4.456820099,-4.509487751,-4.615265819,-21.64537448,-20.37239478,-20.20753031,9.471893311,9.471893311,9.471893311,48.46186317,33.09578131,23.12581051,1.64315941,60.22296591,106.7188636,0.829994047,1.501623832
3,0,15,35,37,33,0.109157766,0.151653972,0.189982684,8.959800969,16.5297961,0.218819742,82.08120528,108.9967901,1.151787824,-6.134327302,-4.961378247,-6.112138294,-22.88862075,-21.33407488,-20.71869276,11.31113553,11.31113553,11.31113553,33.95328026,33.67281981,33.95328026,3.210788258,64.30837388,88.03747858,0.892162434,1.495044847
4,0,1,27,28,28,0.266959748,0.207782377,0.208245619,7.797401416,15.47699298,0.25383965,29.20815389,74.48655266,1.218943526,-4.294200236,-4.668540259,-4.502765749,-19.97201612,-19.77875562,-19.65790703,8.561750412,8.561750412,8.561750412,24.12278787,66.18244081,14.77859564,16.30927808,33.37442325,75.51840576,0.952377668,1.270586788
4,0,2,28,27,26,0.265825841,0.296130207,0.3621136,7.832337292,14.7048995,0.231459694,29.46416816,49.65687102,0.639190836,-4.81996069,-4.595069077,-3.976661516,-19.7645658,-19.59459589,-19.49116119,8.190958977,8.190958977,8.190958977,91.80849213,40.24131655,77.93938602,13.3106017,36.03542794,80.63596452,0.959717485,1.172464089
4,0,3,28,28,25,0.109840905,0.118871701,0.230464792,7.438633563,15.90055303,0.239515156,67.72188867,133.7623077,1.039270049,-4.146685768,-4.200314836,-3.771591178,-19.99824852,-20.39399632,-19.61639658,8.368196726,8.368196726,8.368196726,36.73547052,33.46820704,33.46820704,13.96076874,37.23322691,82.16416185,0.836705382,1.237491574
4,0,4,25,25,23,0.216689452,0.133822699,0.141353867,9.355492835,19.45793916,0.276710255,43.17465735,145.4008873,1.95757117,-4.45777163,-3.335406307,-3.668978533,-19.12348576,-19.06473758,-19.57177396,7.150892973,7.150892973,7.150892973,6.504636962,6.931813033,6.931813033,12.22961576,37.87549954,88.48664051,0.773270204,1.200631973
4,0,5,24,20,23,0.347604584,0.180000439,0.150555769,8.987959608,17.58535715,0.263357499,25.85685005,97.69619014,1.749235523,-4.455767575,-5.219649626,-4.83385118,-19.20094864,-18.96929034,-18.92575665,7.088187933,7.088187933,7.088187933,74.26746001,6.545630737,6.545630737,11.4425997,44.76350835,75.65351434,0.856669198,1.178939037
4,0,6,22,23,23,0.195044372,0.273662527,0.322478233,9.190373037,18.57355482,0.282082655,47.11939616,67.87028911,0.874733939,-3.878086498,-3.875798544,-3.890775695,-19.15435687,-19.61428293,-18.94005012,7.742590904,7.742590904,7.742590904,43.97647036,52.68095735,43.97647036,14.39617446,39.80082996,77.95733826,0.921982702,1.284816669
4,0,7,30,26,24,0.262494433,0.217515607,0.338624102,8.118515364,17.66334927,0.223700219,30.92833352,81.20497446,0.660615171,-3.509397423,-3.740013956,-3.805857196,-20.16772987,-20.13947137,-19.42202697,8.559953451,8.559953451,8.559953451,82.61781514,36.25599521,13.63767538,13.45619252,42.47033314,92.66135371,0.871379559,1.153216013
4,0,8,29,27,23,0.185881585,0.164257694,0.310236671,9.018696392,17.73541786,0.258236541,48.51850373,107.973133,0.832385611,-4.185122963,-4.212480719,-3.247535144,-19.90326798,-20.09471858,-19.15187367,8.180891991,8.180891991,8.180891991,78.62846335,51.82370035,51.43654846,17.51864358,29.88031292,77.43813285,1.018254886,1.241997303
4,0,9,22,26,24,0.219754706,0.293869071,0.323673299,8.878063102,16.06926772,0.258983576,40.39987705,54.68172492,0.800138834,-3.678439823,-3.557526334,-4.129573817,-19.07871476,-19.30677825,-18.69277619,7.181288242,7.181288242,7.181288242,57.42777362,36.49334775,11.53067614,15.77498596,38.0678198,78.95222275,0.896491435,1.102174375
4,0,10,26,25,25,0.207770909,0.331050028,0.321786044,8.574398217,16.92821554,0.244636969,41.26852138,51.13491654,0.760247293,-4.213707706,-3.484950119,-3.697883104,-19.63234214,-19.41278917,-18.77425808,7.632060766,7.632060766,7.632060766,83.8667943,27.03093166,1.250419268,13.63511271,41.58992115,90.28875766,0.858048793,1.12703442
4,0,11,27,26,24,0.247606269,0.211836982,0.204219137,10.20932806,16.00159907,0.263983166,41.23210661,75.53732544,1.292646563,-3.652645159,-3.970688088,-4.237676106,-19.23872234,-19.19062092,-19.22408149,7.662927628,7.662927628,7.662927628,46.55985779,6.694052964,6.314241082,12.17145821,50.61279996,66.47955105,0.883358804,1.167312166
4,0,12,25,23,23,0.206390013,0.255626907,0.308831676,10.18844844,16.27626139,0.28576256,49.36502643,63.67194121,0.925301977,-3.196252485,-3.449018233,-3.845899372,-18.92116638,-19.17217419,-19.11537492,7.296195745,7.296195745,7.296195745,42.96949889,6.775104997,6.775104997,11.25144972,45.5282574,68.48757109,0.858108817,1.200015709
4,0,13,29,31,30,0.289524887,0.297578321,0.370006935,7.083296016,13.23166109,0.210627298,24.46524057,44.46446589,0.569252298,-3.432093904,-3.396536107,-3.602224429,-19.98832338,-20.15145133,-19.3819255,8.532825232,8.532825232,8.532825232,67.87836061,51.7523426,76.86003481,10.58097473,36.2722701,68.68095587,0.964081311,1.136803803
4,0,14,29,29,26,0.267592845,0.163766126,0.292111815,9.74730451,15.63711316,0.238015799,36.42587865,95.48441785,0.814810587,-3.360325468,-2.758799616,-2.74603319,-19.81933673,-19.64560763,-19.56955378,8.190766096,8.190766096,8.190766096,46.29819625,56.46153613,56.46153613,13.26429081,37.75830767,75.20528689,0.969970527,1.133906342
4,0,15,33,33,31,0.340372394,0.224198742,0.259674455,8.039227843,17.34282799,0.251214133,23.61891854,77.35470686,0.967419507,-4.83833428,-4.692268352,-4.567434594,-20.31237456,-20.53195413,-19.93745872,9.423625946,9.423625946,9.423625946,35.63756681,15.76590758,2.694424103,16.32024027,38.25144124,82.02911555,0.732965475,1.342221295
